ls11cd,la11nm,london_imd_rank,london_imd_decile,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score
E01001124,Croydon,4628,10,5.837,0.03,0.035,3.019,-0.833,-0.651,27.45,12.022
E01001125,Croydon,3689,8,12.056,0.083,0.067,10.825,-0.236,-0.128,19.274,16.28
E01001126,Croydon,4506,10,6.813,0.042,0.032,8.182,-0.699,-0.612,23.513,16.963
E01001127,Croydon,4076,9,9.41,0.066,0.057,8.752,-0.882,0.121,17.698,15.595
E01001128,Croydon,630,2,34.857,0.257,0.151,34.464,0.14,0.558,36.353,16.104
E01001129,Croydon,4748,10,4.626,0.029,0.039,7.029,-1.096,-0.529,16.741,11.127
E01001130,Croydon,449,1,37.162,0.296,0.153,30.15,0,0.325,44.271,14.481
E01001131,Croydon,3588,8,12.694,0.079,0.039,13.248,-0.565,-0.874,38.924,15.263
E01001132,Croydon,4102,9,9.259,0.051,0.053,10.273,-0.624,-0.091,22.581,15.14
E01001133,Croydon,3788,8,11.327,0.083,0.06,12.655,-0.584,-0.468,22.017,18.336
E01001134,Croydon,3993,9,9.9,0.07,0.048,8.774,-0.898,-0.511,29.832,14.02
E01001135,Croydon,4212,9,8.602,0.067,0.041,10.582,-1.25,-0.091,21.729,15.912
E01001136,Croydon,822,2,32.903,0.176,0.118,17.447,0.135,0.885,37.21,53.267
E01001137,Croydon,1984,5,23.5,0.141,0.117,5.45,-0.113,0.976,29.895,23.535
E01001138,Croydon,2686,6,18.603,0.12,0.075,7.281,-0.422,0.612,33.365,23.47
E01001139,Croydon,2531,6,19.585,0.111,0.076,13.492,-0.565,0.428,30.752,37.035
E01001140,Croydon,2245,5,21.715,0.136,0.076,15.639,-0.026,0.352,34.788,29.5
E01001141,Croydon,1474,4,27.47,0.187,0.128,14.02,-0.121,0.327,39.874,25.026
E01001142,Croydon,2280,5,21.44,0.113,0.081,10.026,0.001,1.033,27.376,30.594
E01001143,Croydon,1142,3,30.177,0.17,0.115,21.062,0.168,0.354,44.562,34.438
E01001144,Croydon,456,1,37.101,0.207,0.174,21.711,0.616,0.403,40.114,38.811
E01001145,Croydon,267,1,39.931,0.27,0.168,21.104,0.355,0.819,38.042,41.14
E01001146,Croydon,2501,6,19.749,0.127,0.091,12.6,-0.491,0.169,27.468,35.757
E01001147,Croydon,713,2,34,0.205,0.133,34.34,0.349,0.551,37.666,32.489
E01001148,Croydon,2042,5,23.162,0.156,0.084,11.819,0.202,0.191,28.647,39.932
E01001149,Croydon,3067,7,16.06,0.101,0.07,11.183,-0.345,0.121,29.932,24.018
E01001150,Croydon,2398,5,20.545,0.131,0.077,8.183,-0.527,0.746,34.476,29.108
E01001151,Croydon,228,1,40.839,0.22,0.178,31.363,0.639,0.938,39.14,37.044
E01001152,Croydon,447,1,37.166,0.225,0.14,18.303,0.455,0.949,37.311,47.465
E01001153,Croydon,2108,5,22.665,0.139,0.093,18.453,-0.391,0.551,31.095,32.189
E01001154,Croydon,1287,3,28.926,0.161,0.099,22.01,-0.431,0.869,36.731,46.246
E01001155,Croydon,108,1,43.809,0.281,0.167,23.794,0.927,0.847,46.115,30.417
E01001156,Croydon,1652,4,26.234,0.174,0.098,16.509,0.558,-0.034,39.414,21.362
E01001157,Croydon,2765,6,18.181,0.115,0.072,10.15,-0.471,0.78,27.594,25.631
E01001158,Croydon,2412,5,20.443,0.127,0.081,15.799,-0.181,0.014,33.638,31.246
E01001159,Croydon,3317,7,14.456,0.093,0.053,6.753,-0.687,0.186,35.731,21.627
E01001160,Croydon,3427,8,13.743,0.107,0.064,11.653,-0.545,0.075,23.336,19.009
E01001161,Croydon,153,1,42.566,0.293,0.19,34.035,0.662,0.506,41.19,18.853
E01001162,Croydon,1365,3,28.352,0.171,0.127,16.265,0.048,0.629,37.681,28.83
E01001163,Croydon,3022,7,16.31,0.09,0.068,7.185,-0.625,0.43,25.545,38.527
E01001164,Croydon,2405,5,20.492,0.133,0.087,8.536,-0.419,0.415,33.903,30.175
E01001165,Croydon,1900,4,24.16,0.125,0.095,14.689,-0.17,0.783,33.91,36.338
E01001166,Croydon,897,2,32.149,0.201,0.108,19.834,0.777,0.209,43.367,31.227
E01001167,Croydon,2223,5,21.834,0.131,0.08,11.225,-0.061,0.43,35.614,32.091
E01001168,Croydon,2310,5,21.176,0.099,0.061,13.242,0.087,0.546,33.707,42.319
E01001169,Croydon,844,2,32.702,0.214,0.14,29.027,0.594,0.056,37.639,24.03
E01001170,Croydon,1527,4,27.089,0.147,0.113,8.827,0.436,0.574,32.654,41.051
E01001171,Croydon,1850,4,24.566,0.152,0.114,18.315,-0.069,-0.245,41.922,20.23
E01001172,Croydon,138,1,43.062,0.289,0.183,40.156,0.614,0.517,42.705,20.461
E01001173,Croydon,2496,6,19.768,0.13,0.085,10.557,-0.012,0.005,37.138,17.055
E01001174,Croydon,2126,5,22.452,0.153,0.087,18.196,-0.493,0.819,30.008,24.596
E01001175,Croydon,1093,3,30.599,0.171,0.134,11.75,0.334,0.898,35.174,36.144
E01001176,Croydon,2094,5,22.748,0.129,0.079,12.329,-0.476,0.86,37.202,32.146
E01001177,Croydon,960,2,31.6,0.192,0.141,16.347,0.341,0.555,39.33,31.371
E01001178,Croydon,3,1,58.173,0.419,0.219,32.458,1.296,0.503,47.333,32.465
E01001179,Croydon,2377,5,20.706,0.129,0.067,13.224,-0.515,0.517,28.984,43.81
E01001180,Croydon,1439,3,27.841,0.169,0.088,14.589,-0.251,0.788,34.982,50.916
E01001181,Croydon,161,1,42.449,0.25,0.155,20.034,0.595,1,46.141,46.81
E01001182,Croydon,2251,5,21.65,0.128,0.078,14.168,-0.244,0.705,31.055,33.851
E01001183,Croydon,1905,4,24.133,0.148,0.099,16.692,-0.389,0.599,36.72,28.592
E01001184,Croydon,2941,7,16.909,0.103,0.067,10.378,-0.327,0.531,27.477,27.475
E01001185,Croydon,2463,6,19.985,0.124,0.08,17.057,-0.141,0.156,32.225,26.714
E01001186,Croydon,1271,3,29.074,0.186,0.136,17.502,0.32,0.213,37.395,26.57
E01001187,Croydon,2386,5,20.607,0.124,0.09,14.263,-0.362,-0.008,32.194,35.963
E01001188,Croydon,1398,3,28.153,0.178,0.114,17.762,-0.008,0.853,33.772,31.23
E01001189,Croydon,2823,6,17.717,0.101,0.098,12.54,-0.397,0.357,25.922,22.189
E01001190,Croydon,1478,4,27.441,0.175,0.113,13.533,0.236,0.239,35.996,37.229
E01001191,Croydon,623,2,34.93,0.219,0.132,14.11,0.247,0.792,38.807,48.831
E01001192,Croydon,1450,3,27.765,0.167,0.114,17.187,0.168,0.778,36.49,26.158
E01001193,Croydon,675,2,34.356,0.232,0.169,26.507,0.295,0.068,43.109,14.404
E01001194,Croydon,2752,6,18.25,0.111,0.068,16.904,-0.374,0.763,23.569,27.808
E01001195,Ealing,3396,8,13.986,0.085,0.033,10.441,-0.865,0.284,36.978,23.333
E01001196,Ealing,388,1,38.041,0.245,0.175,15.316,0.65,0.373,38.541,40.473
E01001197,Ealing,2114,5,22.602,0.131,0.11,7.279,-0.014,0.36,33.653,30.943
E01001198,Ealing,3249,7,14.822,0.072,0.068,2.203,-0.421,0.322,29.625,32.964
E01001199,Ealing,2154,5,22.254,0.178,0.105,11.745,-0.048,-0.122,31.141,22.304
E01001200,Ealing,3079,7,15.981,0.085,0.072,3.514,-0.128,0.332,29.254,29.299
E01001201,Ealing,2828,6,17.646,0.112,0.077,7.488,-0.557,0.237,29.408,34.545
E01001202,Ealing,734,2,33.786,0.207,0.138,11.356,0.087,1.16,38.443,38.75
E01001203,Ealing,838,2,32.757,0.222,0.15,10.312,0.394,0.23,37.315,39.622
E01001204,Ealing,3438,8,13.681,0.114,0.069,2.248,-0.596,-0.435,28.414,23.044
E01001205,Ealing,1039,3,31.013,0.186,0.136,10.646,-0.28,0.487,53.57,25.289
E01001206,Ealing,165,1,42.319,0.314,0.19,27.99,0.033,-0.287,55.874,18.46
E01001207,Ealing,3038,7,16.207,0.095,0.066,3.76,-0.378,0.25,28.08,37.498
E01001208,Ealing,3714,8,11.841,0.065,0.052,1.458,-0.88,0.463,19.995,36.809
E01001209,Ealing,4462,10,7.107,0.045,0.037,0.767,-1.114,-0.166,18.771,30.227
E01001210,Ealing,20,1,50.708,0.348,0.24,23.227,0.61,-0.066,58.909,25.254
E01001211,Ealing,3918,9,10.395,0.08,0.055,0.744,-0.826,0.097,25.563,17.234
E01001212,Ealing,3482,8,13.453,0.079,0.085,1.671,-0.388,-0.533,27.335,25.772
E01001213,Ealing,1395,3,28.161,0.169,0.108,24.964,-0.054,0.519,38.603,31.374
E01001214,Ealing,3087,7,15.937,0.086,0.079,17.225,-0.537,-0.249,30.37,23.91
E01001215,Ealing,1137,3,30.196,0.173,0.094,17.875,0.285,0.998,38.437,37.781
E01001216,Ealing,2169,5,22.184,0.117,0.071,15.428,-0.258,0.388,39.759,36.939
E01001217,Ealing,3061,7,16.083,0.113,0.063,13.12,-0.509,0.231,28.68,23.666
E01001218,Ealing,500,2,36.313,0.24,0.135,22.895,0.527,0.253,51.89,20.314
E01001219,Ealing,526,2,36.023,0.243,0.159,25.18,0.16,-0.222,51.234,20.309
E01001220,Ealing,36,1,47.749,0.325,0.192,31.433,0.11,0.912,51.978,28.726
E01001221,Ealing,1914,4,24.068,0.135,0.069,14.256,-0.269,1.067,36.375,34.788
E01001222,Ealing,2218,5,21.852,0.125,0.081,6.483,-0.313,0.19,36.123,46.085
E01001223,Ealing,3738,8,11.671,0.062,0.058,0.566,-0.564,-0.453,33.57,25.581
E01001224,Ealing,4122,9,9.146,0.045,0.044,0.327,-0.858,-0.453,24.473,36.929
E01001225,Ealing,2246,5,21.713,0.109,0.075,2.265,-0.499,1.241,31.876,39.465
E01001226,Ealing,3495,8,13.363,0.078,0.058,1.939,-0.225,-0.61,36.113,23.364
E01001227,Ealing,3932,9,10.29,0.054,0.053,0.669,-0.926,-0.428,27.991,33.142
E01001228,Ealing,3777,8,11.398,0.076,0.043,2.026,-0.293,-0.632,35.171,18.531
E01001229,Ealing,1133,3,30.226,0.198,0.136,19.319,0.186,0.483,37.531,26.773
E01001230,Ealing,2301,5,21.257,0.112,0.123,6.24,-0.515,-0.033,31.454,39.828
E01001231,Ealing,3413,8,13.847,0.058,0.031,2.267,-1.213,0.424,38.322,38.445
E01001232,Ealing,1953,5,23.753,0.125,0.105,10.07,-0.178,0.363,45.993,21.127
E01001233,Ealing,1942,5,23.841,0.164,0.11,3.41,-0.12,0.935,29.49,26.932
E01001234,Ealing,2068,5,22.923,0.103,0.059,5.093,-0.411,1.029,36.866,52.014
E01001235,Ealing,3362,7,14.225,0.078,0.051,7.143,-0.501,0.638,26.613,28.805
E01001236,Ealing,3027,7,16.278,0.121,0.054,7.674,-0.409,-0.087,32.614,31.408
E01001237,Ealing,2925,7,17.023,0.062,0.041,1.512,-0.163,0.893,36.914,36.875
E01001238,Ealing,1853,4,24.534,0.125,0.067,15.067,-0.562,-0.211,55.543,40.163
E01001239,Ealing,851,2,32.662,0.206,0.134,16.446,0.145,-0.021,58.732,23.239
E01001240,Ealing,2411,5,20.451,0.133,0.067,14.097,-0.482,0.177,38.914,31.348
E01001241,Ealing,2164,5,22.203,0.123,0.068,7.447,-0.513,1.275,35.983,30.872
E01001242,Ealing,1554,4,26.914,0.15,0.118,13.821,0.052,0.548,38.889,31.886
E01001243,Ealing,1752,4,25.381,0.16,0.097,10.713,-0.724,0.584,39.908,39.369
E01001244,Ealing,1298,3,28.857,0.188,0.103,10.089,0.003,-0.012,45.313,43.737
E01001245,Ealing,3172,7,15.441,0.099,0.057,5.3,-0.547,0.209,29.718,34.669
E01001246,Ealing,916,2,32.021,0.2,0.117,18.964,-0.339,0.404,45.591,45.732
E01001247,Ealing,2299,5,21.278,0.119,0.063,12.246,-0.265,0.348,45.088,28.719
E01001248,Ealing,2869,6,17.386,0.125,0.085,9.809,-0.452,0.07,28.422,24.092
E01001249,Ealing,199,1,41.534,0.27,0.176,14.648,0.573,1.05,40.063,38.77
E01001250,Ealing,452,1,37.117,0.229,0.188,16.974,0.526,0.625,36.613,32.788
E01001251,Ealing,2662,6,18.709,0.117,0.082,3.635,-0.225,0.16,27.963,39.924
E01001252,Ealing,1729,4,25.654,0.165,0.111,9.41,0.11,0.113,35.712,38.212
E01001253,Ealing,3135,7,15.645,0.125,0.075,5.68,-0.488,-0.514,30.578,24.226
E01001254,Ealing,3297,7,14.588,0.102,0.064,3.72,-0.464,-0.279,30.525,29.602
E01001255,Ealing,3479,8,13.456,0.065,0.073,3.266,-0.632,0.284,23.694,33.847
E01001257,Ealing,229,1,40.826,0.274,0.177,30.508,0.229,0.46,49.728,21.379
E01001258,Ealing,3095,7,15.858,0.099,0.075,11.29,-0.542,-0.221,29.103,29.257
E01001259,Ealing,2449,6,20.119,0.126,0.066,16.107,-0.327,0.716,30.366,29.81
E01001260,Ealing,2370,5,20.741,0.103,0.065,8.329,-0.192,1.097,30.243,36.628
E01001261,Ealing,2103,5,22.674,0.126,0.083,14.781,-0.676,0.42,38.36,39.008
E01001262,Ealing,1000,3,31.334,0.214,0.129,20.258,-0.039,0.58,41.16,28.503
E01001263,Ealing,660,2,34.487,0.24,0.156,18.18,0.13,0.392,44.471,26.171
E01001264,Ealing,1874,4,24.398,0.14,0.115,23.537,-0.787,0.188,39.156,27.105
E01001265,Ealing,2394,5,20.568,0.095,0.076,10.867,-0.438,-0.602,56.208,21.927
E01001266,Ealing,3054,7,16.109,0.091,0.056,10.11,-0.675,0.084,37.866,28.3
E01001267,Ealing,929,2,31.849,0.222,0.126,15.779,-0.019,0.342,45.353,32.736
E01001268,Ealing,2699,6,18.541,0.107,0.082,8.555,0.051,-0.032,30.915,30.712
E01001269,Ealing,3460,8,13.557,0.066,0.049,11.358,-1.355,0.096,31.507,35.486
E01001270,Ealing,3129,7,15.651,0.098,0.061,8.434,-0.691,0.431,32.266,23.806
E01001271,Ealing,2947,7,16.877,0.117,0.07,18.002,-0.864,-0.029,29.917,26.154
E01001272,Ealing,2612,6,19.058,0.099,0.068,7.384,-0.418,0.134,40.673,35.502
E01001273,Ealing,4064,9,9.462,0.045,0.033,2.153,-1.152,0.07,29.45,30.917
E01001274,Ealing,4229,9,8.494,0.048,0.038,6.53,-1.333,-0.668,32.697,18.633
E01001275,Ealing,2615,6,19.035,0.091,0.08,6.142,-0.348,0.549,36.436,31.212
E01001276,Ealing,2395,5,20.56,0.128,0.071,12.366,-0.814,-0.149,44.773,31.642
E01001277,Ealing,2844,6,17.535,0.108,0.052,8,-0.84,-0.082,38.916,39.184
E01001278,Ealing,1949,5,23.769,0.135,0.061,12.057,-0.724,0.497,40.337,52.502
E01001279,Ealing,4452,10,7.15,0.028,0.031,0.358,-0.877,-0.431,21.905,35.101
E01001280,Ealing,3437,8,13.686,0.079,0.043,6.333,-0.886,-0.336,38.65,30.658
E01001281,Ealing,4407,10,7.459,0.041,0.035,0.234,-0.929,-0.548,21.497,34.729
E01001282,Ealing,615,2,35.01,0.237,0.173,18.61,0.234,0.069,43.932,26.699
E01001283,Ealing,254,1,40.085,0.274,0.196,17.047,0.43,0.682,37.718,32.592
E01001284,Ealing,3118,7,15.752,0.076,0.06,9.884,-0.513,0.801,23.35,33.419
E01001285,Ealing,2039,5,23.184,0.154,0.116,14.88,-0.299,0.146,30.882,30.631
E01001286,Ealing,1980,5,23.532,0.149,0.107,14.007,-0.06,-0.023,37.204,27.988
E01001287,Ealing,1007,3,31.223,0.266,0.156,14.981,-0.334,-0.25,40.976,19.434
E01001288,Ealing,3073,7,16.018,0.1,0.079,3.032,-0.341,-0.173,26.283,37.044
E01001289,Ealing,3156,7,15.526,0.095,0.073,2.553,-0.477,-0.404,29.056,38.847
E01001290,Ealing,3590,8,12.68,0.076,0.059,2.638,-0.554,-0.269,29.074,31.355
E01001291,Ealing,2570,6,19.365,0.129,0.098,11.864,-0.679,0.197,32.568,23.485
E01001292,Ealing,3411,8,13.864,0.086,0.064,9.379,-0.694,-0.033,27.63,28.178
E01001293,Ealing,2873,6,17.362,0.113,0.081,11.515,-0.227,-0.366,33.573,21.563
E01001294,Ealing,2124,5,22.485,0.156,0.088,17.799,-0.198,0.563,31.262,24.131
E01001295,Ealing,2897,6,17.222,0.124,0.074,11.963,-0.416,-0.282,30.559,28.311
E01001296,Ealing,2198,5,22.011,0.14,0.111,16.299,0.029,-0.083,30.735,24.341
E01001297,Ealing,2012,5,23.36,0.144,0.11,15.442,0.147,0.256,33.311,22.219
E01001298,Ealing,1422,3,27.974,0.163,0.108,16.977,0.808,0.264,35.826,26.98
E01001299,Ealing,4316,9,8.007,0.052,0.049,1.762,-1.157,-0.518,22.212,28.03
E01001300,Ealing,4167,9,8.87,0.044,0.037,1.779,-0.908,0.198,20.099,34.665
E01001301,Ealing,2459,6,20.032,0.118,0.072,4.637,0.17,0.784,28.743,31.044
E01001302,Ealing,3735,8,11.697,0.059,0.047,1.32,-0.946,0.608,23.763,33.08
E01001303,Ealing,3992,9,9.914,0.051,0.034,0.703,-1.107,-0.036,21.53,44.256
E01001304,Ealing,3383,7,14.074,0.097,0.069,1.745,-0.365,-0.186,24.932,32.505
E01001305,Ealing,4363,10,7.673,0.046,0.049,0.616,-0.78,-0.384,20.523,26.956
E01001306,Ealing,4266,9,8.308,0.056,0.033,1.094,-0.781,-0.503,21.892,33.74
E01001307,Ealing,3822,8,11.103,0.067,0.041,9.698,-1.218,-0.061,28.513,28.347
E01001308,Ealing,3778,8,11.391,0.069,0.034,8.282,-1.159,0,34.059,23.575
E01001309,Ealing,3217,7,15.083,0.095,0.045,11.311,-0.799,0.409,32.069,28.41
E01001310,Ealing,2690,6,18.59,0.125,0.07,14.944,-0.598,-0.021,36.342,26.913
E01001311,Ealing,1281,3,28.942,0.204,0.129,21.661,-0.169,-0.187,46.917,15.225
E01001312,Ealing,2971,7,16.657,0.105,0.065,11.654,-0.799,-0.084,32.467,34.068
E01001313,Ealing,3435,8,13.693,0.089,0.053,8.993,-0.962,-0.107,33.317,26.825
E01001314,Ealing,3840,8,10.954,0.063,0.043,7.103,-1.005,-0.282,31.819,26.547
E01001315,Ealing,2751,6,18.255,0.123,0.073,14.858,-0.712,0.068,37.099,20.767
E01001316,Ealing,935,2,31.82,0.221,0.133,20.732,0.03,0.268,45.312,24.336
E01001317,Ealing,1617,4,26.465,0.165,0.105,21.912,-0.191,0.196,43.254,25.08
E01001318,Ealing,529,2,36.013,0.247,0.14,23.479,0.257,0.813,44.686,22.476
E01001319,Ealing,2783,6,18.036,0.11,0.067,19.152,-0.73,-0.401,39.693,23.938
E01001320,Ealing,195,1,41.628,0.276,0.198,32.285,0.055,0.531,48.429,17.821
E01001321,Ealing,1672,4,26.07,0.154,0.119,19.673,-0.258,0.49,38.009,26.544
E01001322,Ealing,1938,5,23.866,0.149,0.097,10.133,-0.584,0.892,36.608,28.828
E01001323,Ealing,2050,5,23.054,0.115,0.082,10.85,-0.518,1.069,33.53,38.444
E01001324,Ealing,772,2,33.507,0.183,0.112,15.467,0.111,0.945,62.44,28.757
E01001325,Ealing,1596,4,26.632,0.185,0.112,22.688,-0.084,0.483,35.495,21.094
E01001326,Ealing,808,2,33.051,0.194,0.116,18.871,-0.188,0.76,55.973,28.575
E01001327,Ealing,1064,3,30.832,0.193,0.131,20.931,-0.102,0.779,40.946,26.181
E01001328,Ealing,750,2,33.629,0.194,0.118,25.279,0.051,1.006,46.681,27.427
E01001329,Ealing,1906,4,24.129,0.175,0.086,17.717,-0.131,0.54,35.962,22.497
E01001330,Ealing,144,1,42.882,0.274,0.184,24.712,0.08,0.714,57.926,28.276
E01001331,Ealing,440,1,37.261,0.247,0.153,27.114,0.366,0.656,43.908,24.514
E01001332,Ealing,266,1,39.944,0.267,0.167,22.069,0.471,0.367,51.268,23.328
E01001333,Ealing,288,1,39.653,0.241,0.13,27.147,0.416,1.054,43.44,42.624
E01001334,Ealing,208,1,41.199,0.291,0.186,30.338,0.275,0.142,46.939,24.286
E01001335,Ealing,2357,5,20.851,0.126,0.08,8.406,-0.262,0.488,32.081,37.209
E01001336,Ealing,1815,4,24.895,0.168,0.109,12.757,-0.165,0.124,38.493,30.278
E01001337,Ealing,557,2,35.728,0.174,0.145,14.713,0.363,1.298,48.911,26.615
E01001338,Ealing,1512,4,27.178,0.139,0.123,13.632,0.144,-0.019,47.053,28.287
E01001339,Ealing,565,2,35.644,0.238,0.164,20.452,-0.018,0.074,52.214,21.201
E01001340,Ealing,389,1,38.035,0.212,0.207,23.628,0.272,0.646,45.268,17.38
E01001341,Ealing,3573,8,12.828,0.084,0.044,13.276,-0.978,-0.484,30.821,30.068
E01001342,Ealing,3252,7,14.813,0.088,0.046,10.377,-0.754,-0.536,34.858,37.215
E01001343,Ealing,3183,7,15.378,0.1,0.075,13.832,-0.955,-0.364,30.926,24.681
E01001344,Ealing,2717,6,18.422,0.137,0.08,8.17,-0.759,-0.539,42.382,18.319
E01001345,Ealing,2849,6,17.505,0.12,0.078,15.741,-0.539,-0.494,34.111,23.053
E01001346,Ealing,3693,8,12,0.094,0.051,6.268,-1.175,-0.446,26.036,32.148
E01001347,Ealing,2667,6,18.682,0.102,0.052,13.833,-0.792,-0.019,44.378,33.278
E01001348,Ealing,2557,6,19.431,0.143,0.066,8.322,-0.657,0.271,31.265,39.249
E01001349,Ealing,756,2,33.598,0.176,0.127,17.264,0.301,1.167,46.091,27.964
E01001350,Ealing,3047,7,16.166,0.084,0.075,1.95,-0.337,0.104,33.95,31.435
E01001351,Ealing,1418,3,28.006,0.162,0.101,4.474,0.131,1.295,34.369,37.51
E01001352,Ealing,3194,7,15.249,0.102,0.052,2.971,-0.934,0.254,27.464,42.501
E01001353,Ealing,2009,5,23.368,0.139,0.085,12.049,-0.059,0.372,37.894,34.772
E01001354,Ealing,2158,5,22.226,0.122,0.068,6.533,0.559,0.721,27.019,38.929
E01001355,Ealing,1869,4,24.463,0.148,0.112,6.797,0.236,0.304,31.268,37.503
E01001356,Ealing,69,1,45.936,0.329,0.243,28.467,0.398,0.283,39.508,20.31
E01001357,Ealing,182,1,41.995,0.309,0.164,11.708,0.37,0.748,48.975,33.513
E01001358,Ealing,73,1,45.789,0.321,0.176,26.512,0.186,0.064,56.626,42.7
E01001359,Ealing,1814,4,24.895,0.142,0.087,22.798,-0.197,0.381,41.985,27.801
E01001360,Ealing,1268,3,29.132,0.146,0.092,21.044,-0.153,1.548,37.448,31.857
E01001361,Ealing,694,2,34.209,0.181,0.113,27.214,-0.078,1.246,44.631,35.826
E01001362,Ealing,1263,3,29.18,0.157,0.118,28.674,0.102,0.313,42.106,29.131
E01001363,Ealing,1661,4,26.151,0.145,0.09,29.966,-0.249,0.521,41.98,24.888
E01001364,Ealing,170,1,42.16,0.305,0.182,26.234,0.499,0.497,44.941,21.625
E01001365,Ealing,1417,3,28.015,0.153,0.111,21.762,0.287,-0.139,46.057,27.449
E01001366,Ealing,1343,3,28.541,0.169,0.121,23.968,-0.019,-0.096,44.999,28.086
E01001367,Ealing,1127,3,30.306,0.189,0.096,30.711,-0.308,0.52,45.048,33.395
E01001368,Ealing,1282,3,28.942,0.163,0.133,22.136,-0.041,0.709,38.289,25.458
E01001369,Ealing,1813,4,24.898,0.146,0.08,25.564,-0.314,0.261,41.216,33.505
E01001370,Ealing,1689,4,25.905,0.14,0.094,27.555,-0.202,0.699,38.48,26.362
E01001371,Ealing,1518,4,27.142,0.166,0.103,28.866,-0.214,0.325,41.879,23.791
E01001372,Ealing,1040,3,31.007,0.189,0.13,30.116,-0.061,0.162,46.818,21.061
E01001373,Ealing,1643,4,26.285,0.173,0.095,27.34,-0.004,0.081,38.127,28.311
E01001374,Ealing,3808,8,11.21,0.074,0.049,1.561,-0.584,-0.119,28.056,27.078
E01001375,Ealing,4662,10,5.53,0.032,0.021,0.339,-1.248,0.161,18.216,22.455
E01001376,Ealing,1930,4,23.916,0.19,0.13,10.964,-0.238,-0.063,30.575,22.953
E01001377,Ealing,4281,9,8.237,0.042,0.024,0.765,-1.425,0.072,24.633,34.286
E01001379,Ealing,4545,10,6.511,0.038,0.026,0.218,-0.943,-0.242,20.958,29.001
E01001380,Ealing,3619,8,12.501,0.084,0.045,1.271,-0.793,-0.142,31.622,32.757
E01001381,Ealing,2785,6,18.031,0.123,0.078,3.378,-0.568,-0.196,29.008,43.327
E01001382,Ealing,4250,9,8.388,0.029,0.023,0.381,-0.935,0.202,21.884,37.871
E01001383,Ealing,3750,8,11.57,0.071,0.052,2.013,-0.289,-0.223,26.021,29.019
E01001384,Ealing,4002,9,9.84,0.071,0.046,2.199,-0.785,-0.146,22.525,29.039
E01001385,Ealing,4220,9,8.565,0.063,0.035,0.349,-1.216,0.075,22.607,28.24
E01001386,Ealing,3990,9,9.924,0.057,0.048,0.701,-0.805,-0.1,25.225,31.27
E01001387,Ealing,2996,7,16.451,0.074,0.066,1.365,-0.343,0.06,28.633,49.621
E01001388,Ealing,633,2,34.821,0.205,0.152,9.286,0.299,1.075,36.186,43.491
E01001389,Ealing,2333,5,21.071,0.13,0.062,4.39,-0.357,0.993,27.13,44.993
E01001390,Enfield,3892,9,10.543,0.077,0.045,3.039,-1.346,-0.038,29.976,22.824
E01001391,Enfield,1731,4,25.639,0.135,0.094,13.572,-0.243,0.423,47.457,31.357
E01001392,Enfield,3877,9,10.702,0.066,0.042,3.618,-1.404,-0.371,28.064,35.964
E01001393,Enfield,2604,6,19.095,0.113,0.075,8.21,-0.294,0.036,35.572,34.731
E01001394,Enfield,1543,4,26.964,0.207,0.081,14.815,-0.543,0.486,40.842,37.749
E01001395,Enfield,590,2,35.279,0.233,0.172,21.526,-0.301,0.654,46.688,20.781
E01001396,Enfield,2614,6,19.048,0.145,0.059,12.238,-0.823,0.508,33.461,29.032
E01001397,Enfield,1841,4,24.623,0.188,0.1,12.449,-0.921,0.283,40.327,29.06
E01001398,Enfield,4107,9,9.217,0.067,0.045,4.952,-0.813,-0.319,20.29,28.266
E01001399,Enfield,3806,8,11.221,0.075,0.05,10.023,-1.024,0.131,24.223,22.696
E01001400,Enfield,3921,9,10.379,0.069,0.059,4.349,-0.747,-0.501,27.721,20.052
E01001401,Enfield,3631,8,12.406,0.077,0.055,9.817,-1.338,0.29,23.718,29.21
E01001402,Enfield,4148,9,8.991,0.07,0.049,4.963,-1.25,-0.308,25.871,17.202
E01001403,Enfield,3094,7,15.86,0.096,0.063,12.51,-0.761,-0.032,33.696,28.11
E01001404,Enfield,2597,6,19.168,0.12,0.074,15.207,-0.677,0.434,37.303,19.85
E01001405,Enfield,3683,8,12.081,0.092,0.051,4.783,-0.366,-0.435,31.639,16.778
E01001406,Enfield,1868,4,24.464,0.151,0.114,13.496,-0.211,0.369,35.962,29.764
E01001407,Enfield,2705,6,18.518,0.108,0.071,15.78,-0.88,0.711,32.572,23.568
E01001408,Enfield,2969,7,16.678,0.108,0.071,8.292,-0.605,-0.194,24.5,43.992
E01001409,Enfield,627,2,34.902,0.224,0.146,21.071,-0.266,0.433,48.848,34.934
E01001410,Enfield,78,1,45.507,0.285,0.187,39.306,0.482,0.189,61.546,27.969
E01001411,Enfield,3487,8,13.411,0.103,0.065,8.091,-0.959,-0.194,25.942,26.137
E01001412,Enfield,1366,3,28.35,0.145,0.093,20.863,-0.754,0.763,49.872,34.05
E01001413,Enfield,4346,9,7.768,0.05,0.037,4.895,-0.848,-0.23,26.674,16.085
E01001414,Enfield,146,1,42.821,0.277,0.185,37.323,0.188,-0.377,50.694,35.879
E01001415,Enfield,3168,7,15.471,0.129,0.052,6.617,-0.837,0.249,35.52,17.217
