,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,code,name,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
19,E01000021,Barking and Dagenham 008A,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,E12000007,London,1579,1579,0,93.3,593,2.7,171351.2030485092,2.0,32.5,2.0,4.0,1.0,0.727397260273973,"POLYGON ((0.1169570016318346 51.556635577939524, 0.1162071752147772 51.55588710426375, 0.1172206605077275 51.55589951030721, 0.1175118765072948 51.55526029124588, 0.1192844369803993 51.55642554458176, 0.1204126076857535 51.55585855146708, 0.1198800002368769 51.55516366533204, 0.1185648724216634 51.554455285137685, 0.1183279396859581 51.554253332484464, 0.1163947316482166 51.55279276313103, 0.1168821144514649 51.55251012158634, 0.117001166075368 51.55193543955226, 0.1161566917659776 51.5515151470547, 0.1172894381086122 51.551416848728394, 0.1164528101257161 51.55092864724057, 0.1144745801515644 51.55120137905602, 0.113833771404528 51.551450318651234, 0.1144117854034025 51.55275714447884, 0.1149509885531533 51.55316814234565, 0.1147675051965698 51.55359150217992, 0.114033248789964 51.55354775792949, 0.1140183360345652 51.55398522787741, 0.1134002605335351 51.55429508570265, 0.1147410764758377 51.55530377823364, 0.1127248045421095 51.55651960594439, 0.1131629535219734 51.5568889248501, 0.1133439580830404 51.55731861174558, 0.1162061398530821 51.55699691987363, 0.1169570016318346 51.556635577939524))",1.1671934392160666e-05,19,E01000021,Barking and Dagenham,334,1,38.888,0.23,0.136,31.637,0.418,0.559,45.544,44.214,1
20,E01000022,Barking and Dagenham 008B,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,E12000007,London,1314,1314,0,102.4,474,2.8,128353.00113192557,2.0,85.0,1.5,0.86,1.5,0.465753424657534,"POLYGON ((0.1209780884909985 51.555646045929606, 0.1210055182276342 51.55522169373596, 0.1221009112705554 51.55577077604912, 0.122694060001961 51.55541437191615, 0.1232733907370598 51.55561170205971, 0.1235292833958954 51.555232431406715, 0.1246839293925794 51.55487372957304, 0.125154369563738 51.55463488542095, 0.1251845301877418 51.55401867548145, 0.1240493881309392 51.55365324567415, 0.1239020288707006 51.552983991285444, 0.122990459473303 51.55332531953292, 0.1221908831584917 51.55281242329908, 0.121340815879299 51.55272596386811, 0.1203825297349826 51.55275290181708, 0.120299178723787 51.55324943352845, 0.1193608851317303 51.553184437298576, 0.1194238570233611 51.55257077492895, 0.1168821144535627 51.55251012158543, 0.1163947316507221 51.55279276313262, 0.1183279396840309 51.55425333248494, 0.1185648724218395 51.55445528513559, 0.119880000234328 51.555163665330824, 0.120412607685576 51.555858551468795, 0.1209780884909985 51.555646045929606))",1.5582027551847676e-05,20,E01000022,Barking and Dagenham,665,2,34.413,0.195,0.139,27.111,0.427,0.506,44.277,30.435,1
21,E01000023,Barking and Dagenham 008C,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,E12000007,London,1112,1112,0,53.7,500,2.2,213389.43585302195,6.0,90.0,2.666666666666667,0.326666666666667,1.666666666666667,0.45296803652968,"POLYGON ((0.114018336037074 51.55398522787743, 0.1140332487886816 51.55354775793041, 0.1147675051925719 51.55359150218111, 0.1149509885518498 51.55316814234846, 0.1144117854040318 51.552757144478406, 0.1138337714016479 51.551450318651945, 0.1144745801531616 51.55120137905623, 0.1145110231852035 51.55066591324494, 0.1163255384374413 51.550370396924315, 0.1163642854658663 51.550031731550405, 0.1160635830524457 51.54974574531015, 0.1144551466741003 51.54999971987029, 0.1137290450544 51.550488774523195, 0.1135556192298555 51.54889141117648, 0.1101597954368679 51.5494241072651, 0.1069151317986819 51.54954725609498, 0.1061815246280191 51.55095711289868, 0.1069147901660315 51.55153708104803, 0.1073951743676256 51.55191721830137, 0.1083105168170051 51.55222304499718, 0.1084222035951402 51.55268085546076, 0.111858331801167 51.55260906669818, 0.1134002605335796 51.554295085703565, 0.114018336037074 51.55398522787743))",2.8117605616299912e-05,21,E01000023,Barking and Dagenham,465,1,36.877,0.228,0.108,22.994,0.033,1.286,45.846,39.968,1
25,E01000028,Barking and Dagenham 001B,E02000002,Barking and Dagenham 001,E09000002,Barking and Dagenham,E12000007,London,1549,1519,30,107.7,612,2.5,147122.24168315245,3.0,41.333333333333336,1.0,0.39,1.0,0.414611872146119,"POLYGON ((0.1317055540263415 51.586350388452054, 0.1321778236247012 51.58523935147634, 0.1327520793780723 51.58527022823778, 0.1333616030430863 51.584273480150195, 0.1335247617547548 51.58392713454573, 0.1337589828273004 51.58334545115919, 0.1327588981613558 51.58331276071657, 0.1324162830462252 51.58485095607931, 0.1311532257924381 51.58472689788363, 0.1303282873637821 51.58499051775883, 0.130152082267059 51.585374559275564, 0.1297100417489236 51.58527116280538, 0.1300966975454809 51.584454662739034, 0.1306216729648612 51.58401559327236, 0.1298372496216155 51.58295230500061, 0.1276502391880038 51.581708239555404, 0.1279513249938801 51.58259709922328, 0.128037051675419 51.583260665864536, 0.1276809526841941 51.58392260433957, 0.1272771953853988 51.58393161533984, 0.1266692596374028 51.586082547167564, 0.1263980210566124 51.58670438235407, 0.1279609107038294 51.5869523527451, 0.1310133337109048 51.5875065685346, 0.1313384896349262 51.58688874302908, 0.1308285822418498 51.586773606806545, 0.1316897784236121 51.58651172608602, 0.1317055540263415 51.586350388452054))",2.0391206425884292e-05,25,E01000028,Barking and Dagenham,256,1,40.078,0.26,0.155,27.699,1.138,-0.111,48.625,16.282,1
32,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,E12000007,London,1610,1543,67,40.5,567,2.7,394378.249728846,3.0,26.333333333333332,1.666666666666667,0.075,1.0,0.081278538812785,"POLYGON ((0.1656691164984862 51.55283293827944, 0.1660654364547665 51.55245741845839, 0.1679641910006755 51.55192805200443, 0.1697093020876953 51.55062136729078, 0.1654891119477588 51.55059172151924, 0.164886038061682 51.549527471309716, 0.1655687279432196 51.549817434330016, 0.1667859262370004 51.54851853184049, 0.1680181543618319 51.54731269292329, 0.1662349341225809 51.54614505642528, 0.1666916615020283 51.54556570142542, 0.1657828310193308 51.54578521956111, 0.165447307080843 51.54566821197524, 0.165668573779951 51.54538556478193, 0.1652021969123906 51.54529775296881, 0.1648871908067346 51.5460965288858, 0.1641237789741794 51.54629861987598, 0.1643231686831046 51.54693750659615, 0.1635729873806938 51.54699107582438, 0.1631487676643405 51.547336760356, 0.160789590595556 51.54720351377734, 0.1579166748181659 51.5488448741999, 0.1564544152310764 51.54871352644081, 0.156349248842171 51.55101900786581, 0.1608260966551151 51.55154785399371, 0.160649664817988 51.55195050223571, 0.1605958834535778 51.55274424653247, 0.1614816637913812 51.55238988856152, 0.1636814781203372 51.55278410268732, 0.1640759477242668 51.55253215836312, 0.1646052077521596 51.552645577414125, 0.1656691164984862 51.55283293827944))",7.606910376174761e-06,32,E01000035,Barking and Dagenham,1659,4,26.175,0.15,0.092,25.536,0.397,0.242,39.025,23.071,1
37,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,E12000007,London,1569,1569,0,91.9,640,2.5,169294.17648731367,3.0,53.666666666666664,2.0,2.025,4.333333333333333,0.299543378995434,"POLYGON ((0.1008900279167932 51.537749753217206, 0.1009529256163792 51.5374973147507, 0.1015607061017421 51.53753172369173, 0.1023786453850978 51.53643183668602, 0.1029670488861968 51.53642530872681, 0.102560641860793 51.53569854123401, 0.0994318285793294 51.53583538395992, 0.0957049726892537 51.53556043941941, 0.0949561976792013 51.5355828079065, 0.0957786993617 51.5350936746172, 0.0953704945520151 51.53414854367018, 0.0948822129183751 51.5341084975606, 0.0943921463421203 51.53499980793143, 0.0935417769686551 51.53516474513012, 0.0933635847877285 51.53584767927329, 0.0929488700967566 51.53585163557889, 0.0931165028461554 51.536559189342775, 0.0927635647118634 51.536673031202824, 0.0937406456886006 51.537681326804545, 0.0976231433248567 51.53801054772373, 0.099179321147304 51.53813230341136, 0.1009418030126649 51.53827246577459, 0.1008900279167932 51.537749753217206))",1.7720633173845823e-05,37,E01000040,Barking and Dagenham,650,2,34.608,0.218,0.123,31.332,0.155,0.607,45.801,29.323,1
39,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,E12000007,London,1788,1786,2,77.3,679,2.6,232000.35868580866,3.0,40.0,13.333333333333334,0.433333333333333,1.0,0.2337899543379,"POLYGON ((0.1124457481869604 51.537740962863474, 0.1113750183828873 51.53724692396676, 0.1112139964187851 51.536607710598425, 0.110818531423469 51.53663422528799, 0.1101752675343093 51.537143486887736, 0.1088515244133732 51.53724904681307, 0.108312415213371 51.53501127137673, 0.1053049228110441 51.534741721341945, 0.104206529405865 51.53616789208242, 0.1031408972026879 51.5355070241547, 0.1025606418617291 51.5356985412359, 0.102967048884361 51.53642530872869, 0.1023786453856385 51.536431836685296, 0.1015607061025395 51.537531723693185, 0.1009529256177732 51.537497314752315, 0.1008900279186652 51.53774975321481, 0.1009418030132207 51.53827246577313, 0.1017600769759877 51.53833791442225, 0.1048919684658109 51.538619524058404, 0.1056848068611227 51.53867756910632, 0.1065962821892294 51.5387520932914, 0.1126615322179947 51.53922958173504, 0.1124946784154001 51.53789826471851, 0.1124457481869604 51.537740962863474))",1.2931014490640562e-05,39,E01000042,Barking and Dagenham,197,1,41.573,0.263,0.164,31.45,0.526,0.263,57.015,24.75,1
40,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,E12000007,London,1358,1356,2,51.0,461,2.9,265312.13195962185,3.0,66.66666666666667,8.0,0.92,2.666666666666667,0.320547945205479,"POLYGON ((0.1042065294055947 51.53616789208125, 0.1053049228130046 51.53474172134384, 0.1044182789108081 51.53415745415056, 0.1036547897318018 51.53204727123041, 0.1006235877887579 51.531483316396816, 0.0989790735968694 51.531826937410685, 0.0945907343899019 51.53307903130783, 0.0941305040548914 51.53322704152302, 0.0948179645070334 51.53348393736087, 0.0948822129185102 51.53410849756179, 0.0953704945507729 51.534148543669104, 0.095778699364169 51.53509367461716, 0.0949561976786428 51.535582807906955, 0.0957049726907357 51.53556043941833, 0.0994318285786136 51.535835383956915, 0.1025606418618368 51.53569854123566, 0.1031408972022509 51.53550702415662, 0.1042065294055947 51.53616789208125))",1.1307436180327304e-05,40,E01000043,Barking and Dagenham,1407,3,28.075,0.147,0.085,28.946,0.044,0.574,42.921,33.853,1
42,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,E12000007,London,1650,1646,4,55.3,602,2.7,299586.82084722846,5.0,59.2,4.2,1.5,1.2,0.567671232876712,"POLYGON ((0.1124445281952961 51.53770620974028, 0.1120932806963319 51.53660337394815, 0.1131606860638675 51.53684587501499, 0.1131963346538173 51.53648762566314, 0.114461740028708 51.5360540039888, 0.1148528536907181 51.53637484791336, 0.1145610999334286 51.53669222954044, 0.1152780569234333 51.536967080678856, 0.1156668201558903 51.53650066364904, 0.117127341785828 51.536579338080905, 0.1176101008482292 51.536291874029715, 0.1164820781891054 51.53545758546821, 0.1172982631255494 51.534703090214535, 0.1177556953103563 51.53464983222813, 0.1177396379651583 51.534402379646025, 0.1176866595500905 51.53440264370792, 0.1156774777091446 51.53427066397254, 0.1156550582670432 51.53450423347233, 0.1136206495461936 51.53442962484633, 0.11301414006728 51.53270403572327, 0.1085606878898782 51.532768972383586, 0.1036547897324085 51.53204727122788, 0.1044182789108712 51.53415745415175, 0.1053049228125396 51.53474172134217, 0.1083124152130045 51.53501127137755, 0.1088515244094627 51.53724904681447, 0.1101752675368447 51.537143486887224, 0.1108185314202108 51.53663422528984, 0.1112139964144709 51.53660771059641, 0.1113750183811902 51.537246923967494, 0.1124457481873532 51.53774096286357, 0.1124445281952961 51.53770620974028))",1.6689652721905628e-05,42,E01000045,Barking and Dagenham,559,2,35.688,0.188,0.125,24.013,0.279,1.214,44.514,35.245,1
43,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,E12000007,London,1779,1779,0,114.4,654,2.7,157068.61274456498,2.0,52.5,30.5,0.935,1.0,0.884931506849315,"POLYGON ((0.122239134943417 51.534382305254596, 0.117739637966824 51.53440237964399, 0.117755695311963 51.5346498322296, 0.1172982631238485 51.53470309021363, 0.116482078192893 51.53545758546703, 0.1176101008504943 51.53629187403106, 0.1185286473978609 51.5366977868453, 0.118395501169616 51.53766214152896, 0.1175697045514508 51.537850577388596, 0.1174741649198809 51.53814652821301, 0.1178318904815054 51.538408954393844, 0.1195155158268253 51.53893166391781, 0.121940568050258 51.53922369150221, 0.1221073049241705 51.538506800093906, 0.1221189000590132 51.537917553221874, 0.1221403436540083 51.536827678964116, 0.1222036328976961 51.53528802796234, 0.1222303997817097 51.53465080846897, 0.122239134943417 51.534382305254596))",1.2733288752301697e-05,43,E01000046,Barking and Dagenham,1194,3,29.763,0.17,0.111,28.185,0.222,-0.026,45.338,30.26,1
44,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,E12000007,London,1783,1783,0,275.6,644,2.8,64038.49282668462,1.0,16.0,2.0,0.52,1.0,0.128767123287671,"POLYGON ((0.083772493192806 51.531905629677375, 0.0838982810429538 51.53177907910674, 0.0848185892014165 51.532123361334385, 0.0860188157148544 51.53224649966247, 0.0868148982660697 51.53118649923549, 0.0865942859300831 51.53088476016618, 0.0861534684019112 51.53070374438255, 0.0856845121034838 51.53104069759805, 0.0852205466758704 51.530850018046266, 0.084623760988334 51.53130995817286, 0.0845693179948844 51.531021188152785, 0.0839108085651009 51.530867935418776, 0.0834922650802497 51.53074221508442, 0.0830075662855739 51.530926785086024, 0.0819584192632061 51.53040059520925, 0.0813989206813346 51.53098696947097, 0.0808637144548109 51.531578026832676, 0.0813078270134056 51.53235658121003, 0.0828769618844318 51.5323543119218, 0.0826511009821778 51.532726215940194, 0.0837625152871728 51.533137535352076, 0.0845430643520915 51.532512428734655, 0.0837007204792811 51.53239062494223, 0.083772493192806 51.531905629677375))",1.5615607986065897e-05,44,E01000048,Barking and Dagenham,93,1,44.704,0.341,0.182,26.49,0.495,0.246,49.012,20.578,1
45,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,E12000007,London,1820,1820,0,85.8,643,2.8,213580.63957258966,2.0,37.0,1.5,1.14,1.0,0.665753424657534,"POLYGON ((0.0889748529069547 51.53247959971951, 0.0890371716426454 51.53240342725607, 0.0906478287380202 51.53281796525906, 0.0916377609114016 51.53159768732641, 0.0903964886605181 51.53121337886494, 0.0909222271529116 51.52982034515707, 0.0853416798211046 51.52885157095674, 0.0809199013431929 51.52780434518453, 0.0805840726564974 51.527909699775314, 0.081414086148505 51.530050060178404, 0.0819584192646514 51.53040059520989, 0.0830075662884182 51.5309267850869, 0.0834922650787967 51.53074221508417, 0.0839108085623632 51.53086793541774, 0.0845693179952888 51.53102118815209, 0.0846237609904854 51.531309958174276, 0.0852205466764038 51.53085001804779, 0.0856845121040121 51.53104069759882, 0.0861534683996337 51.53070374438362, 0.0865942859314653 51.530884760166, 0.0868148982657803 51.531186499234614, 0.0860188157135199 51.5322464996615, 0.0858884623734068 51.53257901387542, 0.0871521512457783 51.53330681816318, 0.0889748529069547 51.53247959971951))",9.36414463409386e-06,45,E01000049,Barking and Dagenham,211,1,41.172,0.29,0.143,27.852,0.409,0.376,55.298,26.588,1
46,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,E12000007,London,1661,1661,0,120.6,615,2.7,138162.8198816314,6.0,53.0,1.833333333333333,0.556666666666667,1.5,0.268493150684932,"POLYGON ((0.088697177040192 51.533840805601045, 0.0893379625513287 51.53293725763088, 0.088974852906428 51.5324795997182, 0.0871521512454527 51.53330681816368, 0.0858884623736659 51.53257901387613, 0.0860188157151862 51.53224649966346, 0.0848185892005288 51.53212336133395, 0.0838982810446564 51.53177907910632, 0.0837724931931376 51.53190562967622, 0.0837007204786332 51.53239062494131, 0.0845430643508473 51.532512428734954, 0.0837625152891958 51.53313753535206, 0.0840005274243311 51.533228486091964, 0.0846877642236137 51.533264645874056, 0.0842325731615757 51.533818819984035, 0.0839191497860896 51.53422072632427, 0.0837492122913782 51.53522385609253, 0.0835088474989117 51.53552111860766, 0.0823819016182557 51.535639511328554, 0.0825109534313654 51.535696302555934, 0.083624040727462 51.536144572041614, 0.0845298718604072 51.53655985999081, 0.0854939470861868 51.53703443785238, 0.089197368570529 51.53505334786046, 0.0881922029320562 51.534829557466445, 0.0875461210141565 51.53467176005668, 0.0876008730358303 51.53460783632448, 0.0879934849968523 51.533858720877305, 0.088697177040192 51.533840805601045))",4.342702331307652e-05,46,E01000050,Barking and Dagenham,641,2,34.701,0.176,0.114,22.642,0.61,0.74,48.003,36.588,1
47,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,E12000007,London,1927,1927,0,288.9,725,2.7,65796.07554707886,7.0,60.285714285714285,2.142857142857143,0.53,1.571428571428571,0.299021526418787,"POLYGON ((0.083508847500221 51.5355211186088, 0.0837492122893675 51.5352238560928, 0.0839191497871955 51.534220726324364, 0.0842325731628493 51.533818819985406, 0.0846877642243265 51.53326464587236, 0.0840005274265922 51.533228486092604, 0.0837625152874539 51.53313753535257, 0.0826511009830039 51.53272621593902, 0.0823936834863728 51.532962169764666, 0.0821571480178677 51.53317582798927, 0.0815890157346026 51.53302435701028, 0.0799539454384986 51.534724664430186, 0.0794607948679986 51.534754136400366, 0.0812124509806797 51.53546700360371, 0.0814492535975505 51.53543836848253, 0.0823819016174729 51.535639511329634, 0.083508847500221 51.5355211186088))",0.00010638932401053787,47,E01000051,Barking and Dagenham,462,1,36.941,0.234,0.13,28.197,0.391,0.859,45.996,27.521,1
48,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,E12000007,London,2014,2014,0,100.9,769,2.6,200565.9556383972,4.0,71.0,3.25,0.415,1.75,0.29041095890411,"POLYGON ((0.0945907343946429 51.533079031306876, 0.0989790735954856 51.531826937411616, 0.1006235877875761 51.53148331639485, 0.0985203672716439 51.531121568548194, 0.0964421547541161 51.53082136831718, 0.0918180777703392 51.52997268030024, 0.0909222271538785 51.52982034515343, 0.0903964886638781 51.53121337886263, 0.0916377609130509 51.53159768732744, 0.0906478287395435 51.53281796525905, 0.0890371716416821 51.53240342725821, 0.0889748529071463 51.53247959972032, 0.0893379625499696 51.532937257630266, 0.0886971770383844 51.53384080560098, 0.0879934849963228 51.53385872087736, 0.0876008730356284 51.53460783632507, 0.0875461210159386 51.534671760057506, 0.0881922029345228 51.5348295574665, 0.0891973685666872 51.535053347863666, 0.0900791095808266 51.53474575272286, 0.0923321855980734 51.53386394240857, 0.0941305040578593 51.533227041522714, 0.0945907343946429 51.533079031306876))",1.9943564137134263e-05,48,E01000052,Barking and Dagenham,790,2,33.284,0.188,0.111,27.403,-0.153,0.335,51.774,38.532,1
49,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,E12000007,London,1485,1484,1,82.1,645,2.3,178084.68749411573,1.0,23.0,1.0,0.14,2.0,0.49041095890411,"POLYGON ((0.1482162918804194 51.53281823952475, 0.1482413886160807 51.53221972919088, 0.1477945458781204 51.5317049340295, 0.1436875519995145 51.53127093027344, 0.1409297944715855 51.53117199288822, 0.139607273170227 51.53060302179046, 0.1394504072256604 51.530799570785284, 0.1396142789436017 51.53126344420294, 0.1402779940047787 51.53126647871989, 0.1401777210578014 51.5317144786093, 0.1397846438236797 51.53203110252629, 0.1373908272161957 51.53218755538103, 0.1384012355639696 51.53283140598517, 0.1398465947058883 51.53267444323822, 0.1401594877691961 51.53319099284038, 0.140146847343386 51.53344530678227, 0.1392296312427528 51.533333756322754, 0.1393967441442556 51.53365872159949, 0.138356626596123 51.533783929765995, 0.1395609182758916 51.53401320972636, 0.140708341272416 51.533521616217975, 0.1421557689770453 51.533984516937814, 0.142240182369007 51.533578630716626, 0.1431724904916651 51.533588209002424, 0.1435751776469507 51.53303840285668, 0.1444356705092436 51.53327041719952, 0.1448239350759689 51.53273716531335, 0.1455672573808283 51.53299331937842, 0.1456161246936904 51.53344038545769, 0.1452739657294122 51.53375079063201, 0.1467236605106635 51.53520178023, 0.14814021743503 51.53529170931147, 0.1481642076351598 51.53367195715572, 0.1482162918804194 51.53281823952475))",5.615305920297285e-06,49,E01000053,Barking and Dagenham,260,1,40.044,0.229,0.126,27.703,0.701,1.217,49.479,26.503,1
50,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,E12000007,London,1718,1718,0,100.4,638,2.7,171032.3991433718,9.0,36.888888888888886,2.666666666666667,1.774285714285714,2.444444444444445,0.551293759512938,"POLYGON ((0.132464989213233 51.53889598807166, 0.132613341439011 51.53856177105881, 0.1334625249730408 51.538659179566906, 0.1343003176899715 51.53761247192326, 0.1350550622075953 51.53748648805024, 0.1353488370756692 51.537856896056134, 0.1347798568616931 51.53849575141883, 0.1355191685191411 51.53861091802826, 0.136761877674647 51.53835415874597, 0.1364225558465047 51.53743953827927, 0.1370253643680441 51.537195121713296, 0.1370213692252963 51.53716278439063, 0.1367692431513083 51.536797575018745, 0.1360054239766708 51.536777763919154, 0.1350037604935634 51.53713443592409, 0.1350865035556771 51.536557371712234, 0.1346087458481808 51.53579750526802, 0.133252995813028 51.53546303324619, 0.1326794770766446 51.535710549021516, 0.1321649585868801 51.5354092103013, 0.1325919751131631 51.535084288740464, 0.132201775513179 51.534499448575026, 0.134194674363721 51.53443489470945, 0.1346449977766454 51.534117059380705, 0.1295913279184464 51.53426079371528, 0.130099310879053 51.534571354005, 0.1296377485078356 51.534890131061964, 0.1303455288860144 51.53528700863503, 0.1298123045041361 51.53558404825428, 0.1291126037426902 51.53540509642704, 0.12835226319708 51.535870954932676, 0.1294906150760024 51.536436301063866, 0.129676255527674 51.537181608821996, 0.1299792394348907 51.53733700665238, 0.1302103093214528 51.537504087452724, 0.1299330375859634 51.537767234150685, 0.130468515342909 51.53874309408449, 0.1309637632174527 51.53884558172823, 0.1319618963503022 51.538939215906815, 0.132464989213233 51.53889598807166))",5.262160880088892e-05,50,E01000054,Barking and Dagenham,1192,3,29.788,0.18,0.096,26.697,0.198,0.514,42.507,31.481,1
53,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,E12000007,London,1496,1496,0,101.3,537,2.8,146457.00503854902,2.0,26.5,1.0,0.82,1.5,0.413698630136986,"POLYGON ((0.1304685153418242 51.53874309408406, 0.1299330375861419 51.53776723414969, 0.1302103093244457 51.53750408745117, 0.1299792394338145 51.53733700665331, 0.129676255525533 51.53718160882077, 0.1292897509583399 51.53737218685664, 0.1278322246364553 51.537123825193454, 0.1275535678270648 51.536761397914965, 0.126681150859968 51.53685991664391, 0.1266469019860772 51.53775228189723, 0.1252141800938366 51.537463348084216, 0.124469805678531 51.53749239000967, 0.1245743291681079 51.53798852706466, 0.1233857369632692 51.53827462672507, 0.1230743273911011 51.53819469714255, 0.1234403897499348 51.537255409841684, 0.1238733791707485 51.536718560162676, 0.1236286600996805 51.536256750311516, 0.1245779545554974 51.53590673602043, 0.1236002915269451 51.535311841792065, 0.1227257626453617 51.535606583365514, 0.1227043077595006 51.53468650456737, 0.1222303997838845 51.53465080846985, 0.1222036328960078 51.5352880279638, 0.1221403436524627 51.5368276789643, 0.1221189000596966 51.537917553222556, 0.1221073049231695 51.53850680009458, 0.1257695620063385 51.53873737519831, 0.1264904682067577 51.53877862467148, 0.127467282522338 51.538820138598076, 0.1276967736637642 51.53883067027252, 0.127637326534871 51.540279319751924, 0.1306332464353173 51.54049092014059, 0.1309637632190944 51.538845581730754, 0.1304685153418242 51.53874309408406))",1.3655884875384274e-05,53,E01000057,Barking and Dagenham,824,2,32.887,0.196,0.118,31.462,0.097,0.644,43.725,30.046,1
54,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,E12000007,London,1849,1849,0,101.5,690,2.7,182167.3527357805,2.0,25.5,1.5,0.66,1.5,0.984931506849315,"POLYGON ((0.140378597102119 51.53883715806978, 0.1394589996732756 51.538598152046866, 0.138460644243583 51.53871744567493, 0.1379315052877518 51.53828294507328, 0.1373384215152593 51.538252530431286, 0.1370253643701759 51.537195121713566, 0.1364225558466542 51.53743953827719, 0.136761877671135 51.53835415874443, 0.1355191685151158 51.538610918026954, 0.1347798568614264 51.538495751417926, 0.1353488370758524 51.53785689605674, 0.1350550622032392 51.537486488050384, 0.1343003176939742 51.53761247192304, 0.1334625249741674 51.53865917956688, 0.1326133414378446 51.538561771059264, 0.1324649892126309 51.53889598806974, 0.131961896346385 51.53893921590563, 0.1309637632152976 51.53884558172977, 0.1306332464358894 51.54049092013909, 0.1341770139170035 51.54071573314904, 0.1342221440357541 51.540718635052954, 0.1368478986437964 51.540887072165305, 0.1373141564330968 51.54091696773229, 0.1402274374697892 51.541114856151715, 0.1411538091511738 51.54020425289063, 0.1406879206491683 51.53973012069458, 0.140378597102119 51.53883715806978))",1.0978915650714009e-05,54,E01000058,Barking and Dagenham,937,2,31.763,0.199,0.117,25.845,0.147,0.358,46.251,27.809,1
55,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,E12000007,London,1582,1540,42,75.9,578,2.7,209342.56590529074,1.0,20.0,15.0,1.52,1.0,0.934246575342466,"POLYGON ((0.1424361910182458 51.538697004067416, 0.1427501734815822 51.5384775453348, 0.143459807679563 51.53778269891627, 0.1426202163892575 51.53639263997226, 0.1423349790404208 51.53597632935547, 0.1437104664248101 51.53580507415106, 0.1441868649575773 51.535706581973166, 0.1454632304841557 51.53553653350386, 0.1456569409652599 51.5351526203738, 0.1467236605121682 51.53520178022843, 0.1452739657312762 51.53375079063222, 0.1456161246965069 51.533440385458135, 0.1455672573822255 51.53299331937923, 0.1448239350750458 51.53273716531441, 0.1444356705076714 51.533270417199354, 0.1435751776439478 51.53303840285491, 0.1431724904930396 51.53358820900367, 0.1422401823688552 51.533578630715866, 0.1421557689765806 51.53398451693769, 0.1418992236619609 51.53479165893442, 0.1392356612076226 51.53560418128646, 0.1386923011401793 51.53577891933046, 0.139250774628223 51.53611590292363, 0.1378893812341268 51.53709921496591, 0.1370213692214555 51.53716278438947, 0.1370253643667692 51.537195121713815, 0.1373384215145863 51.538252530431095, 0.1379315052838775 51.53828294507393, 0.1384606442416149 51.538717445674756, 0.139458999674586 51.538598152049715, 0.1403785971031243 51.538837158071104, 0.1406879206531349 51.53973012069293, 0.1411538091485836 51.54020425289101, 0.1424361910182458 51.538697004067416))",4.776859382016044e-06,55,E01000059,Barking and Dagenham,878,2,32.331,0.176,0.129,28.14,0.136,0.414,45.241,32.699,1
